Komentar,Jumlah Like
Sedih banget pas jelasin ke meri.. siapa mae dan nurman..sdgkan don sendiri jg anak yatim piatu plus pas pentas diawal.. isi dari lagu yg disampaikan.. bikin banjir air mata.,1
Gw baru tau kalo don ada penutup telinga🫠,0
Kemarin aku lihat bioskop film jumbo ini,0
Semoga menang oscar,0
Aku pernah menonton ini karena aku terharu karena persabatan mereke tidak akan putus 😭😭,1
"Jika kita ingin jadi pencerita yang baik, kita juga harus menjadi pendengar yang baik.<br>🥲",0
❤❤❤❤❤😢,0
Suaranya nyaman di dengerrr😢,0
Buset baru 3 hari udah 500k yang nonton😭😭🗿🔥,0
"Belum nonton, tapi nangis brutal denger lagu ini. Aaaaaaa semoga Jumbo bisa segera tayang di Korea :(",2
Siapa yg naruh bawang disini🥹😔,0
KENAPA MUSIKNYA GAK BISA DI DOWNLOAD PADAHAL LAGUNYA MERDU BANGET😭😭😭,1
Sedih baget filemnya,0
its my don meri,1
jumbo 👩🏻‍🦳🧑🏼🥹,0
nonton juga belum tp udah nangis duluan tuh gimana ceritanya 😭,0
❤,0
Padahal belom nonton filmnya tapi udah nangis berlinang karna lirik lagu ini 😢😢<br>Dan akhirnya kesampean nonton bareng anak n suami.<br>Suami awalnya agak yayaya aja mau nonton film ini. Tapi pas film selesai lampu bioskop dinyalain komentar pertama yg dia bilang &quot;lagunya bagus&quot; hehe kayanya si Bapak ikut kena sama lagu ini 😊,21
NANGISSSSSSS BGTTTTTT MAU NONTON LAGI 100X :&quot;&quot;&quot;&quot;&quot;&quot;&quot;(,0
Lagu yg bikin banjir airmata di bioskop 😭😭,0
Semoga sehat selalu,0
Aku pernah nonton ini di bioskop😭😭😭😭😭😭,0
"Lagunya lebih relate utk org dewasa yg sdh menghadapi kerasnya dunia, tp msh perlu disayang2 inner childnya",2
Sekali denger lagu ini langsung tau artinya dan nyentuh sampai hati langsung nangisss😢😢😢dalam bangett artinya....ya ampun....,0
Film simple..mudah di cerna..banyak nasehat tanpa ribet..luar biasa..keren.. ❤,0
Somoga ada series nya😢,1
"Air mata gw ngebendung pas scene dmn mereka tampilin ini lagu, sumpah gw bersyukur bisa dengerin nya, serasa di peluk kedua org tua gw pas denger dan liat visual ini lagu.<br><br>Btw nurmal chad dan sigma 😎",0
😢😭😭😢😢😭😭 temanku yang,0
"padahal lagu buat anaknya, tapi yg nangis emaknya 😭😭😭😭😭",0
Aku nangis bgt part ini,0
siapa yang menangeeesssss denger don nyanyiiii????? 🥲,0
Nangis kejer sekejer2nyaaaa❤,0
"Versi BCL emang indah, tapi versi Don dan Merry ini magical. pas nonton gw sempet berkaca-kaca pada scene ini, pecahnya sih pas don ngobrol sama &quot;radio&quot;, bukan berkaca-kaca lagi itu",0
🥹🥹🥹🥹🥹,0
Keren banget jumbo soalnya cerita ini banyak banget kita masa kecil kita dulu nostalgia banget 😌😌😌😭😭😭,0
Bahaya ni lagu... bikin badai air mata.... 😭😭,3
"Kala nanti badai &#39;kan datang<br>Angin akan buat kau goyah<br>Maafkan, hidup memang<br>Ingin kau lebih kuat<br><br>Andaikan saat itu datang<br>Kami tak ada menemani<br>Aku ingin kamu mendengar<br>Nyanyian ku di sini<br><br>Sedikit demi sedikit<br>Engkau akan berteman pahit<br>Luapkanlah saja bila harus menangis<br>Anakku, ingatlah semua<br>Lelah tak akan tersia<br>Usah kau takut pada keras dunia<br><br>Akhirnya takkan ada akhir<br>Doaku agar kau selalu<br>Arungi hidup berbalut senyuman di hati<br><br>Doaku agar kau selalu<br>Ingat bahagia meski kadang hidup tak baik saja<br><br>Nyanyian ini bukan sekadar nada<br>Aku ingin kau mendengarnya<br>Dengan hatimu bukan telinga<br>Ingatlah ini bukan sekadar kata<br><br>Maksudnya kelak akan menjadi makna<br>Ungkapan cintaku dari hati",0
Nangis ga bisa ketahan nobar bareng anak dan keponakan... Fania tanya.. mama Nangis ...?,0
Lagu merdu banget gua suka banget lagu nya oiya aku sudah nonton gua suka banget pas lagu nya ❤❤❤<br><br>Apalagi aku menangis pas nonton nya 😢😢😢😢,0
Mikel❤😂,0
KASI PIALA NYA SKRNG JUGAAAAAA 🏆. MAKASIH YAAAA ANAKA BANGSAA KALIAN KEREN,2
❤❤❤❤😢😢😢😢,0
😭😭😭😭,0
Toddler 25 taun menangis 😭😭😭,0
lagu yang luar biasa indah,2
Jadi inget gala,0
"Nemenin anak nonton Jumbo, eh malah bayi 7 bulan lewat 32 tahun yang nangis kejer. Pas scene ini mix feeling banget, antara senang haru liat Don pentas, sama meresapi liriknya yang nusuk banget.",1
Stiker BEA di Pintu... Jadi inget Domikado ❤,0
Candu sampai sampai aku ide buat nyanyi ini ke sahabat ku🫰🫶🫵,1
❤❤❤❤❤❤❤❤❤,1
😢😢😢aaa       aku sayasaama           ibu,1
i love you jumbo Meri 🥹,0
Bagus bgt suaranya,0
"Aku belum lihat filmnya, tapi Uda sedih banget, ngena banget lagunya, Uda ngk sabar pengen lihat filmnya",0
Terima kasih lagu dan liriknya yang sangat dalam dan mewakili inner child kami semua<br>Serasa lagu ini dari orang tuaku untukku 😭😭😭<br>Alfatihah untuk almarhum ayahku tercinta ❤<br>Terima kasih juga untuk film yang super keren ini<br>Membawa inspirasi dan motivasi untuk kami pantang menyerah di tengah terjangan badai ❤,0
Liriknya kenapa gitu banget sih malah orang dewasa yg nangis denger lagunya,146
🎬👦👧✨🤗⭐5,0
Nangis lagi nangis terus denger ini lagu😂,3
aaaa baguuuuuuusss,0
Blm bisa move on ama ini film.denger lagunya nangis mulu😭😭,0
😢,0
"Sebel bgt, np bilin mewek si, Visinema nih bilin mewek padahal ni film animasi loh😭😭😭😭",1
lagunya sakitt.. brengsekkk sedihhh bgttttttt🥲😭,0
"pas jumbo minta maaf ke nurman mae gatau pengen nngis, gatau aah hampir semua scene pengen mewek, cengeng banget guwa😭😭",7
FILM PERTAMA YANG SETELAH SELESAI PENAYANGAN DAPET TEPUK TANGAN DARI SEMUA PENONTON BIOSKOP 🥲,9
Diulang2 pun nangis denger lagunya 🥹,1
"animasi chord juga tepat jir, gw mainin persin ..<br>gile yee",3
"Scene, lirik lagu dan suara penyanyinya ini pecah bgt. Merinding dan takjub pas nonton 🥹",1
THIS SCENE 😭😭😭❤️❤️❤️❤️,2
"jarang bgt aku suka sama lagu dalam sekali denger, tapi ini sekali denger langsung ngena nyess dan sukaa bgt! the best emang bikin banjir air mata😭😭😭",1
Nangisss ga kelar2😢😢😢,0
"Aku kalau lihat gembul yatim mencari cintaz persahabatan, dan arti hidup pasti jadi nangis. 😢😢",0
Anjir lah nonton ini aja bisa nangiss liriknya ngena bnget😭😭,1
90&#39;s feel so strong,0
Ih nangis bgt di scene ini🥹,0
Pas scene lagu ini asli nangis ga tau kenapa 😭,0
SOUNDTRACK INDONESIA TERBAIK 2025 BANJIR BANJIR MATA AKU 🥹,8
Plis air mata ini ga kuat netes banget di bioskop ampunn😭,4
"Baru nonton ini aja air mataku udah deres , gak bisa berhenti. Gak kuat kalo ada hal2 yang menyangkut orang tua, apalagi orang tuaku udah gak ada.",1
"Di tengah-tengah toddler lain, seorang toddler 361 bulan ini mengusap air matanya. &quot;Ngena banget Don&quot; semua yang pernah toddler 361 bulan ini lewati, pahitnya sampai manisnya tetiba nyelonong aja lewat pikiran.<br><br>Sedikit malu-malu toddler 361 bulan ini mengusap air matanya takut menjadi perhatian toddler lainnya.",13
"Coba tambah lirik, biar bisa nyanyi bareng",0
"Di adegan ini air mata gw gabisa ketahan tiba-tiba pipi basah karena relate sama liriknya ketika si dewasa yang masih ada jiwa anak kecil ini harus kuat sama kerasnya dunia, untungnya anak gw ga liat bapaknya lagi cireumbay hahaaa.. recommended movie buat family man, bravo!",5
"Ngajak anak umur 4 tahun nonton Jumbo, yg kena hati Bapak sama Emaknya 😂😂",30
"Mampir kesini karena pengen meresapi semua liriknya, soalnya dr awal scene ini aku langsung mewek, buyar semua, nyesek dan cuma pengen nangis ajaa. Emosional banget scene ini 😭❤",8
Semoga setelah jumbo adalagi animasi animasi terbaik Indonesia dan bisa setara Disneyland,3
Good Job,0
uda gak terhitung berapa kali putar lagu ini demi &#39;merasa&#39; berkomunikasi dengan ayah dan ibu di surga!,10
Part ini nangis bangettttt 😢😢,0
Sekarang lagi jadi anak rantauan untuk pertama kalinya denger ini berasa dipuk-puk🥹😭😭,5
Don❤,0
&quot;Anak ku~&quot;<br><br>NANGISSSSS 😭😭😭😭,0
"Setelah merenung kenapa adegan dan lirik lagu ini begitu powerful sampai bikin bapak-bapak anak 1 ini mewek, akhirnya nemu jawabannya.<br><br>Dari sisi sebagai orang tua, ini adalah hal yang paling ditakutkan: tidak bisa hadir saat anak sedang menghadapi kejamnya dunia.<br>Namun dari sisi sebagai anak yang sudah mengenal dunia, ini yang ingin aku dengar dari orang tuaku, yang tentunya, tak akan pernah terwujud.<br>Diperparah dengan melodi yang super syahdu, lagu ini mengcover kedua sisi (orang tua dan anak) untuk bisa saling mendengar dan didengar.<br><br>Kena double hit! 🥺",162
"Aku nangis banget bahkan dari awal aku udah nangis karena aku inget ibu, ibu baru aja meninggal tanggal 19 februari 2025 kemarin yang bikin sedih semua karakter disini dibikin engga punya orang tua 😭😭😭 semangat buat semuanya yang sudah ditinggalkan orang tuanya memang wujudnya sudah tidak terlihat tapi seperti judul lagu ini bahwa orang tua kita akan selalu ada di nadi kalian semua 💗<br>Jumbo berhak dapat jutaan penonton apresiasi yang sangat besar buat semua pihak yang udah terlibat di film ini semoga lelahnya kalian akan terbayarkan 💗💗💗",21
Keren banget filmnya.. film holywood kalah sih ini 😊,0
Siapa yang sudah nonton filmnya <br>👇<br>👇,3
Udah nonton,0
😭😭😭😭😭,0
"Ini yang ku cariii❤❤❤<br>Abis nonton jumbo, candu bgt pen denger lagi lagu ini",2
Huhu aku nangiss bgt yg disini,0
Bikin jumbo 2 dong min. Tapi tokoh yang ada jangan di hilangin kecuali pak kades. Tambahin tokohnya aja hehehe🙏🏻🫠,0
HABIS NONTON DI BIOSKOP BGS BGT 😢❤❤❤❤❤❤❤🎉,1
❤❤❤😊,0
KEREN PARAH,0
Please kalau udah ga ada di bioskop bisa ga sih masuk ke platform kaya netflix dll biar bisa di rewatch berkali-kali,118
aku pernah mendengar suara mu sampai sedih 😢,0
"Kayanya perlu nonton lagi deh, trus pesen 3 seat. Kanan kiri kosongin. Aku duduk di tengah. Tadi nonton sendirian. Mau nangis, kanan kiri diapit 2 cewe. Gengsi. Gak nangis, nyeseknya sampe ulu ati.",19
"🥹🥹🥹 <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=106"">1:46</a>",4
"Film animasi terbaik Indonesia, di dukung dengan soundtrack yang sangat Indah.. Keren..",0
"Inner child serasa dipeluk, this song is too beautiful, I cried a lot because of this stunning master piece",0
Anak piatu angkat tangan✋😞,2
"BARUSAN BANGETT SELESAI NONTON, aaaaa kereeennn bangetttt aku meweeekkk 😭😭😭 seru banget ceritanyaaa ❤",0
Aku sayang sama mama papa mama jangan pergi ya ke surga,0
Makasih ya kak sudah membuat karya yg luar biasa🎉🎉,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=60"">1:00</a> ✨✨✨✨✨",0
443.224 x ditonton  3 hari yang lalu<br>443.224 x ditonton  4 Apr 2025,1
Sedih banget ya kan 😢😭😭,0
wow,1
"Bagus bagus bangetttt, ❤❤❤❤",1
Nangis berkali kali denger lagu ini 😢,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=57"">0:57</a>  ini sih paling ku suka 😭",52
"Sepupu pas scene ini fokus banget. Gue noleh, terus nyenggol dia dikit, dia noleh terus senyum, &quot;Bagus banget!&quot; <br>Ya ampun, dari dulu pengin banget nonton bareng sama dia, tapi masih bocil. Akhirnya ada film SU yang bisa dia nikmatin secara &quot;aman&quot;. Makasih! Makasih banyak buat seluruh tim yang terlibat dalam pembuatan film ini! You guys bring joy, tears and old memories!🎉",70
Sialan ini film 😭,1
"Ajaib ni lagu, ngena banget",1
"lagu kartun+nada happy, tpi kenapa ya kok selalu pengen nangis<a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>",1
barusan aku pulang dari nonton bioskop nonton itu tahu 😊,0
Banjir banget aer mata gww❤❤❤❤ cinta banget smaa jumboooooooo makasi sudah hadir huhuhu,0
"&quot;Luapkanlah saja bila harus menangis&quot; <br>Lirik yang begitu dalam bagi semua anak yang dipaksa untuk terus berjuang tanpa bisa berkeluh kesah, bermandikan peluh, sedikit keluhan lalu dipaksa berdiri untuk berjuang lagi. <br><br>Melalui lagu ini, Don mengajarkan kita untuk menangis. 🥲",4
film anak yang menyentuh hati orang dewasa,1
Ga ekspek nitikkan air mata difilm ini. Padahal biasanya seharu apapun filmnya ngga pernah sampe nangis. 😅😅😅,0
Sumpah lagu nya bikin nyaman,0
Pengen nntn lagi film jumbo😍😍,0
Heeeeee sedih banget aku ter siksa lohh sedih banget aku😭😭😭😭🇲🇨🇲🇨🤲🏼🤲🏼❤️❤️❤️,0
Aku juga 😢😢 sampai menangis lohh😢😢😢😢😢,0
mirip vannessa angek sama byby anaknya gala,1
"Denger lagu ini nyesek banget, pas part ini tiba-tiba nangis, padahal ini kan film anak-anak kan yaaa 🥺😭  seperti ikut merasakan perjuangan don dan kawan”.",0
"tadi ke Cinepolis mau nonton JUMBO ini,  Ya Allah ....😭gak kebagian tiket soalnya pada beli online. Pikir aku bakal udah sepi. Tapi On the spot pun banyak keluarga beli ini tiket. Mana saya udah antri.. Tahu begitu pesan kemarin. Akhirnya pesan buat besok 😭",0
"pas bagian ini yang bikin aku mewekkk karena keingat sama kedua ortuku yang dimana kami berpisah waktu saat masih dan aku dirawat sama orang lain, dan hal yang bikin sedih adalah  pas denger kabar mereka udah meninggal yang dimana saat terakhir aku terpisah itu adalah terakhir ketemuu😭😭😭",4
Layak dirayakan🎉❤,2
Abis nonton jumbo.. bagus bgt filmnya.. film ternyesss yg prnh ku tonton..semoga tembus jutaan penonton aamiin,1
"Aku yg 45 tahun dan anakku yang 20 tahun mewek bareng pas scene ini. Bagus bangett Jumbo. Rasanya campur aduk nonton Film ini. Senang iya, haru iya,  tegang iya. Good job, Visinema",32
SOUNDTRACK NYA TERLALU SAKIT MAS😭😭😭💔💔💔,5
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=123"">2:03</a>",1
Bagus,1
😭😭,1
film animasi indonesia terbaik❤ NANGIS BANGEEEET😭😭😭,1
Lu harus nonton filmnya dulu...biar dapet emosi lagunya....gue cowok dan gue mewek cukkk 😂😂,0
Awal huruf lirik lagunya sesuai dengan judul lagu<br><br>Kreatif,0
"Pas nonton berusaha menikmati filmnya tanpa air mata, eh pas scene ini hampir pecah air mata gara2 jleb sama lagunya nyentuh banget di hati, sukses terus jumbo",5
Rasanya menyentuh banget😘,1
"Kacau banget ini film. Niat ajak anak isi kegiatan saat liburan lebaran, malah mood swing diombang-ambing. Penuh pesan moral. Semua sedih, semua happy. Sesuai sama slogannya “Film Jumbo untuk kita, anak-anak kita dan anak-anak dalam diri kita”. 🙌🏼",25
"Jujur gua udah nonton ada plot twist sedikit ,terus gua suka banget komedinya dapet banget ,satu bioskop riuh dengan tawa, yang belum nonton cepat nonton sekarang!!",10
Sebelum masuk kerja pengen nonton jumbo rasanya besok,1
Aku udah nonton vidio Jumbo di XXI,1
"<a href=""http://www.youtube.com/results?search_query=%23semuauntukjumbo"">#SemuaUntukJumbo</a>",0
💕💞 peluuukkk💕💞,1
"BIG APPRECIATION BUAT SEMUA TIM JUMBO!!!! KEREN BANGEEET! Berasa dipeluk sama lagu ini, makasih banget :””) &lt;3",3
"Waktu don nyanyi lagu ini pas awal-awal, &quot;wahh suaranya merdu banget&quot;, pas liriknya &quot;Andaikan saat itu datang, Kami tak ada menemani&quot;.. beerrrrrr air mata langsung netes.... Kerennn banget lagunya ..",7
🥹🥹🥹,1
Bocil 25 tahun kalo denger lagu ini juga suka 😭,1
susah banget nahan nagis denger lagu ini,2
"Pas Don nyanyi ini, langsung nangis kejer. Berasa lagi nyanyiin anak sendiri, dan di saat yg sama inget sama mama sendiri. Suka banget sama lagu ini versi Prince.",8
AKU MAU REWATCH LAGI,1
😊😊😊😊😊😊😊😊😊😊😊 indonesia😊😊😊😊😊 ❤❤❤❤,1
"Di momen inilah kulihat anakku meneteskan air mata, tanpa terasa juga air mataku juga ikut keluar 🥲",1
Min ga perlu pake judul clickbait gitu. 😅😅,2
"900000,000000,0000000,00000000,00000000,000000🎉❤😊",0
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/NvgfY9aeC_OFvOMPkrOAsAM""></a>",2
Emang sebagus ini danbsesedih ini film nya guyss NONTON DI XXI,1
PART INI PAS NONTON FILM NYA DI BIOSKOP MERINDING BGT SEBAGUUS ITUUU 😮🥺,1
Makasih banyak JUMBO dah datang di hari-hari yang berat ini. Terus temenin kita semua seterusnya yah JUMBO. 😊,1
Selesai don pentas anak ku tepuk tangan donk ❤❤😍😍,1
"Bapak-bapak 33 tahun nonton bersama istri dan anak terasa sendu ditengah hingga akhir berusaha tegar karena agak tengsin kalau keluar air matanya. Thanks untuk semua yang terlibat membuat film ini, terbaik !!!",21
Keren banget asli pas bagian ini 👍,1
keren bingit g kalah sama si disdis... cuma menurut gua pengisi suaranya ada yg terdengar kurang natural... ke depan bs lebih lagi... bravo........,1
😊,0
"Pertama denger lgsg kena bgt di hati, langsung air mata berderai2 di bioskop",2
"Dibalik tidak baik-baik nya Indonesia, lagu Jumbo bisa bikin adem🥺",2
Ada merchandise Film jumbo ga ya,2
Kitaa butuh film2 yang kayak gini. Love ❤,1
"Habis nonton jumbo di bioskop, langsung cari vidio nya di yutubbb😆",1
"Lagunya bagus baged..  Plis ini filem tayangkan di Malaysia, Thailand, Filipina, Eropa, Arab, dan Luar Negeri lainnya biar mereka tau Indonsia bisa bikin film animasi karya anak bangsa yang kereen sprti ini...",1
Nurman terbaik,1
Suara prince passs bngttt<br>Vibesnya dpt bngtt<br>Renyah suaranya<br>Pas kena dihati pas ditelinga <br>Good jobbb ❤<br>Untuk filmnya well <br>Bagusss kerennn<br>Ditunggu film2 animasi Indonesia selanjutnya <br>Mari taklukan dunia,0
Good job😊😊😊,0
"Lagunya benar2 bagus, gak kehitung udah berapa kali kuputar🥲😂",0
Puas 😘,0
Aku hampir nangis Lo 😢😢,0
Good job bang ❤❤,0
"Scene yg bikin mewek, serasa nasehat buat diri sendiri<br>Ditambah pas akhir cerita dialog don &amp; orang tuanya 😢😭😭",0
"Lama lama, jadi candu denger lagunya, entah mengapa, nih musik bisa bikin merinding sekaligus tersentuh, mau percaya atau engga, musik nya udah ku ulang berkali-kali tetap enak juga 😊. Selamat untuk Film Jumbo😄.",10
😢😢❤😢😢❤❤❤😢😢❤,0
Seru tau yang di bioskop,0
"Tanggungjawab gak, mataku perih gara² nangis",1
AAAHHH MASIH BAPER SM PENTAS INII,1
"Kalian bikinnya pke hatii, sampe bangett. Ga cuma bagusss lebihh baguss dari ituu❤",2
"Bagi anak 90 an, kita sudah makan banyak anime,yg bermacam macam,jadi kalo sekarang nonton animasi kartun lagi rasanya ketawa aja dan senyum sendiri 😅😅😅 majulah animasi Indonesia",8
Sedih bgt filmnya sampe aku sama kk ku nangis tapi seru bgt terus animasi nya bgs 👍🏻🩷,1
Barusan nonton...bagus bgt film nya...cocok utk anak2...di situ Qt belajar g boleh egois dan jika pengen di dengar hrs jd pendengar yg baik....suka...suka👍👍,1
"terima kasih jumbo, jiwa anak kecil di dalam diri ini menitihkan air mata :&quot;))",1
I WAS CRYING DURING THE MV,0
Koq bisa se-couple ini penyanyinya. Prince dan Quinn,1
Wajib ada Jumbo part 2,1
Semoga jumbo bisa punya episode dan tayang di tv dan YouTube kayak sikembar dari Malaysia dan populer untuk modal nya bisa di Ambil dari pendapatan bioskop 🎉,82
Pesan-pesan moral hidup kita tidak selalu di atas saya juga bisa di bawah badai akan segera datang tidak akan selalu mewah,0
Gue mau pergi dulu ke bioskop nonton,0
Wow,0
lagu nya😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1
Filmnya juga bagus bikin nangis lagunya juga bagus banget,2
"Karakternya sesuai dg karakter anak2. Ada yg lelet, keras kepala, tp baik. Ada yg pinter, baik, tp suka iri. Ada yg baik tp pas dikecewain temannya jadi ngambek. Sangat mencerminkan karakter anak2 banget. Gak flat yg baik, baik terus. Yg nakal, nakal terus...",0
Makasih ya 🥺🙏,2
Pas saya nonton film di bioskop saya hampir nangis sedih ceritanya😢😢,0
gila Visinema kalo bikin film animasi kerasa banget pake hatinya. dari nussa sampe jumbo aing merinding bangga ternyata negara ini gak kekurangan SDM unggulan. 22nya standard international. next semoga makin banyak film animasi karya animator Indonesia ditengah gempuran AI yg di promoin sama wapres. sukses terus Visinema 👏👏👏,1
Sap sap sap / 10🔥🔥,1
"Coba dengar dengan speed 0,9x",0
Visinema tanggung jawab gak air mata selalu netes tiap scene ini lewat dimana2🫵😭🥺,10
Ini adalah masterpiece<br>Absolute Cinema<br>✋😐🤚,1
Buat video karaoke atau Sing Along nyaaa dooong,0
Allahuakbar masih nangis aja liat ini,1
"Tolong buat versi 1 jam full diulang-ulang.. anakku suka banget dengerin ini❤ lagunya indah, filmnya bagus dan keren😊",1
Asik banget pas don nyanyi bareng meri ❤,0
Filmnya keren dan touch of my deep heart.   Congrats ya❤❤❤ untuk semua film crew serta semua pemainnya. Good job ⭐⭐⭐⭐⭐<br> @VisinemaPictures,1
"Sebelum ntn &quot;Yah pasti ngantuk nih ntar ntn film bocil&quot; eh pas ntn, baru aja mulai dah sedih pas scene ortunya mau pamit pergi. Bagus bgt filmnya",0
andaikan saat ❤,0
Liriiknya plis,0
my inner child talk,0
😭😭😭😭😭😭😭,0
😭😭😭 jadi pengen rewatch lg pgn liat lebih detail....soalnya kemarin keburu termewek-mewek.,0
Aku mau nonton film jumbo hari selasa kak,1
Surprise terbesar adalah ternyata Mae itu adalah Maesaroh,0
Bisa gk sih bikin aku gk usah nangis sedih kali lohhh😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
Pas di bagian ini mau nangis pliss tapi filmnya BUAGUSSS PUOLLL,0
"Dari film ini seketika pecah suara bener bener nangis ku tadi, semua kenangan masa kecil ku jadi teringat lagi berkat filmnya. Sampai sadar ternyata aku tuh udah lewatin beberapa tahun dari masa kecil ke masa dewasa. Terimakasih untuk mu visinema, selalu semangat bawa film animasi Indonesia ini sampai sukses ya",3
"Pas scene ini mata langsung berkaca-kaca, langsung nyes di hati pas dengar liriknya pdhl lagunya dibawakan dgn nada yg terdengar ceria, q pikir aq yg terlalu lebay, masa dengar lagu ini mau nangis, eh ternyata aq nggak sendiri, ternyata bnyk yg ngerasain hal yg sm.<br>Pas di bioskop nahan2 biar nggak nangis kejer, pas dengar lagi lagunya waktu sendiri auto nangis kejer.",2
gak overcliam jir aku sebagai anak dkv liat ini geleng geleng banget liat dari segala sisi udah siap banget buat jadi standar baru di industri animasi di indo,3591
"Keren sumpah film nya , gw mau nangis tapi di tahan malu sama anak , haha , kalo istri sudah mewek sesegukan di scene ini wkwkwk",0
Aku mewek pas lagu mulai 😭 Liriknya sangat menyentuh❤,0
Wih aku kasi rating 100000/10 bagus banget sampe aku nangis pas don lagi telepon ortunya di radio😭😭,0
"pas adegan sedih selalu pura2 ngambil popcorn yang jatuh ke lantai, karna takut keliatan nangis sama anak istri. ternyata papa ga sekuat itu nak",18
ternyata masih ada anak kecil di jiwaku 😭😭🥹🥹 yang kadang tiba&quot; nangis sendiri kalo lagi capek banget 🥹🥹,21
"Pengennnn nonton lgii dehhh☹️☹️, soal nya bagus Bangettt apa lagi kesentuhh hati bangettt huhuu pengen nonton lgiiii😻😻☹️",3
❤❤❤,0
"Senang, sedih, haru, bahagia dan bangga semua campur aduk kalian telah mengocok2 hatiku don and the gank... Sap Sap Sap",2
Vibe lagunya bikin mewek... Keren... Sukses terus,1
"Lagu ini memang nusuk banget di hati, hawanya itu auto haru mrinding gitu dengernya, terimakasih banyak sudh menciptakan lagu ini dengan sepenuh hati.... 🥹",2
SAP SAP SAPPP !!!!!!!!,1
❤❤❤,2
"Suka banget filmnya ❤❤❤ dan lagu ini bagus banget ❤ my favorite part <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=111"">1:51</a>-<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=122"">2:02</a> 🥰🥰🥰🥰",2
"lale gak pernah gagal klo bikin lagu :) , yang nyanyi juga suaranya JUARA! versi princequinn atau bcl❤❤❤",2
"Airmata netes tanpa aba&quot;, kok bisa film sehoror ini ditonton anak kecil",3
"Gw coba nyanyiin lagu ini jujur gabisa, baru bait awal udah banjir air mata 😂😢",2
Mirip Vanellope,0
Belum nonton aja udh pengen nangis. Takut banget nontonnya😭😭😭,1
😢tapiaku       <br><br>Sayasama           ibu,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=66"">1:06</a> KALENDER FEBRUARI 1994 DI BAGIAN KIRI GILE 31 THN YG LALU (koreksi kalau salah)",4
😢 nangis pas nonton,1
"Liriknya kena bgt ke hati, nangiss gw pas nonton di bioskop ❤",3
Salam Nganimasi Indonesia🇮🇩❤🇮🇩❤❤,3
"Baru opening filmnya gw udh berkaca kaca njirrr, makin di ikutin makin netes ajah nih airmata wkwkwkw visinema gimna ini orang dewasa pun ikut kebawa ceritanya wkwkwk",4
Film ini bagus banget..<br>Lagunya bikin mewek menyentuh hati..,3
Lagu ny dn film ny nyentuh bngt yg setuju👇,3
"Pas nonton film ini ada hal yg menarik tp agak dark juga, semua latar belakang anak-anak di film ini tidak ada yg sempurna.<br>Don: yatim piatu, diurus nenek<br>Mae: anak panti asuhan yg diadopsi<br>Atta: cuma tinggal berdua sama kakaknya<br>Nurman: tinggal sama bapaknya doang sambil ngangon kambing<br>Meri: sudah meninggal bareng ortunya itupun sempat kepisah karena ortunya disandera pak kades<br><br>Kayak bukan cerita anak kecil pada umumnya yg masih lengkap ortunya. Latar belakang ceritanya lebih relate ke orang dewasa, tapi konfliknya memang konflik anak kecil yg receh dan khayalan (menyelamatkan hantu kecil), jadi memang cocok untuk segala usia.<br><br>Keren sih JUMBO film animasi sarat makna yg bisa diterima semua kalangan ✨",945
"Aku pas nonton scene ini bener² gak bisa bendung air mata sampe sesenggukan, lagunya bener² bagus bgt perasaannya nyampe ke penonton, bangga bgt akhirnya Indonesia punya film animasi keren",6
Visinema lebih bagus film jumbo daripada nussa mewing,1
Gua udah nonton filmnya dan ini adalah bagian yang paling terharu sih 😢,3
Bagus bgt. Aku nangis terus tiap denger,3
Anak cucu mantu sudah nonton... Kereeeen❤,3
(U)ngkapan cintaku dari hati,2
Lagu nya enak banget ❤❤,4
(U)ngkapan cintaku dari hati,1
Ungkapan cintaku dari hati,1
(M)aksudnya kelak akan menjadi makna,1
(I)ngatlah ini bukan sekedar kata,2
(D)engan hatimu bukan telinga,0
(A)ku ingin kau mendegarnya,2
(N)yanyian ini bukan sekedar nada,0
(I)ngat bahagia meski kadang hidup tak baik saja,0
"Gua nangis bukan karena lagunya, tp karena bangga anak Indonesia bisa buat film animasi seperti ini, gak kalah sama film luar sana 🥺",26
(D)oaku agar kau selalu,0
"Knp relate sama orang dewasa, karena kita sudah bnyak melewati banyak ujian dalam hidup, dan masa indah kita di tahun 90an penuh dengan kartun serta kegembiraan dan kasih sayang orang tua jaman dulu",92
b aja,0
(A)rungi hidup berbalut seyuman di hati,1
(D)oaku agar kau selalu,0
(A)khirnya takkan ada akhir,1
